,SlideName,ScanName,ROILabel,SegmentLabel,SegmentDisplayName,Sample_ID,AOISurfaceArea,AOINucleiCount,ROICoordinateX,ROICoordinateY,RawReads,TrimmedReads,StitchedReads,AlignedReads,DeduplicatedReads,SequencingSaturation,UMIQ30,RTSQ30,disease_status,pathology,region,LOQ,NormalizationFactor
91,normal3,normal3_scan,17,Geometric Segment,normal3_scan | 017 | Geometric Segment,DSP-1001250007864-D-B12,26808.950119999998,135,23857,-18098,2733866,2706784,2684004,2573886,262627,90.3935672,0.9936,0.9929,normal,healthy,glomerulus,15.35136016,1.077313092
92,normal3,normal3_scan,18,Geometric Segment,normal3_scan | 018 | Geometric Segment,DSP-1001250007864-D-C01,24417.75206,163,23524,-19162,3211778,3184987,3159387,3037285,276485,91.39152831,0.9942,0.9935,normal,healthy,glomerulus,18.85103911,1.013941733
93,normal3,normal3_scan,19,Geometric Segment,normal3_scan | 019 | Geometric Segment,DSP-1001250007864-D-C02,26498.77379,131,28740,-20215,2988413,2955661,2927843,2818188,256122,91.42949786,0.993,0.9918,normal,healthy,glomerulus,14.89994064,1.077313092
94,normal3,normal3_scan,20,Geometric Segment,normal3_scan | 020 | Geometric Segment,DSP-1001250007864-D-C03,31804.370580000003,175,20577,-23964,3030875,3009188,2986500,2877449,296405,90.22048088,0.9947,0.9940000000000001,normal,healthy,glomerulus,18.40649691,0.9576116370000001
95,normal3,normal3_scan,21,Geometric Segment,normal3_scan | 021 | Geometric Segment,DSP-1001250007864-D-C04,35587.97311,183,18744,-26296,4664106,4626837,4586481,4399996,393561,91.5619199,0.9946,0.9939,normal,healthy,glomerulus,19.45619065,0.749435194
96,normal3,normal3_scan,22,Geometric Segment,normal3_scan | 022 | Geometric Segment,DSP-1001250007864-D-C05,26084.66741,152,19568,-27983,3221423,3198855,3175032,3050828,314809,90.22764164,0.9949,0.9943,normal,abnormal,glomerulus,17.89808162,0.907211025
97,normal3,normal3_scan,23,Geometric Segment,normal3_scan | 023 | Geometric Segment,DSP-1001250007864-D-C06,22127.57916,107,21778,-33332,3207462,3177500,3153164,3027196,252425,92.13007044,0.9936,0.9929,normal,healthy,glomerulus,16.29856547,1.149133965
98,normal3,normal3_scan,24,Geometric Segment,normal3_scan | 024 | Geometric Segment,DSP-1001250007864-D-C07,21787.385769999997,112,24321,-33123,2649969,2624965,2602427,2499388,224129,91.54220295,0.9937,0.9929,normal,healthy,glomerulus,15.2622229,1.2312149620000001
99,normal3,normal3_scan,25,Geometric Segment,normal3_scan | 025 | Geometric Segment,DSP-1001250007864-D-C08,27479.16984,144,23574,-32666,3523803,3493528,3464148,3327543,285901,91.88657822,0.9941,0.9933,normal,healthy,glomerulus,17.37372238,1.013941733
100,normal3,normal3_scan,29,Geometric Segment,normal3_scan | 029 | Geometric Segment,DSP-1001250007864-D-C12,30810.90258,178,12081,-39509,1735299,1717667,1701400,1619704,152832,91.19275698,0.9937,0.993,normal,healthy,glomerulus,11.97026936,1.723700947
101,normal3,normal3_scan,30,Geometric Segment,normal3_scan | 030 | Geometric Segment,DSP-1001250007864-D-D01,27445.11822,130,7563,-42252,3731620,3702355,3673311,3527808,248300,93.34605346,0.9945,0.9937,normal,healthy,glomerulus,15.76141212,1.149133965
102,normal3,normal3_scan,31,Geometric Segment,normal3_scan | 031 | Geometric Segment,DSP-1001250007864-D-D02,49933.54768,255,4580,-39198,6197576,6148931,6094986,5847261,441669,92.87352023,0.9948,0.9941,normal,healthy,glomerulus,21.9105181,0.662961903
103,normal3,normal3_scan,32,Geometric Segment,normal3_scan | 032 | Geometric Segment,DSP-1001250007864-D-D03,41998.39152,223,5097,-37322,5388890,5351199,5310843,5092183,350744,93.49134980000001,0.9948,0.9941,normal,healthy,glomerulus,21.01000393,0.820809975
104,normal3,normal3_scan,33,Geometric Segment,normal3_scan | 033 | Geometric Segment,DSP-1001250007864-D-D04,31837.77667,164,9386,-36076,2841620,2815429,2790047,2675941,231238,91.86245874,0.9939,0.9932,normal,healthy,glomerulus,15.81781862,1.2312149620000001
105,normal3,normal3_scan,34,Geometric Segment,normal3_scan | 034 | Geometric Segment,DSP-1001250007864-D-D05,20978.53886,100,5394,-40134,2263322,2233114,2209935,2120052,190504,91.58299173,0.9924,0.9909,normal,healthy,glomerulus,17.149607500000002,1.436417456
106,normal3,normal3_scan,35,Geometric Segment,normal3_scan | 035 | Geometric Segment,DSP-1001250007864-D-D06,25290.506269999998,127,9263,-31932,3249115,3220570,3192661,3056790,248664,92.34671595,0.9942,0.9935,normal,healthy,glomerulus,15.27429529,1.149133965
107,normal3,normal3_scan,36,Geometric Segment,normal3_scan | 036 | Geometric Segment,DSP-1001250007864-D-D07,25689.60411,132,6596,-32735,3228035,3198747,3172733,3037700,225112,93.02634575,0.9939,0.9932,normal,healthy,glomerulus,15.31730411,1.2312149620000001
108,normal3,normal3_scan,37,Geometric Segment,normal3_scan | 037 | Geometric Segment,DSP-1001250007864-D-D08,34535.600660000004,181,9531,-28420,5210416,5161721,5113847,4881977,389477,92.52503063,0.9940000000000001,0.9933,normal,healthy,glomerulus,20.00233938,0.749435194
109,normal3,normal3_scan,38,Geometric Segment,normal3_scan | 038 | Geometric Segment,DSP-1001250007864-D-D09,24650.30361,128,3643,-25213,3869721,3835084,3801687,3646708,275062,92.89194234,0.9939,0.9932,normal,healthy,glomerulus,15.48135661,1.077313092
110,normal3,normal3_scan,39,Geometric Segment,normal3_scan | 039 | Geometric Segment,DSP-1001250007864-D-D10,18153.22303,83,4518,-27724,2694606,2673795,2653072,2539445,187903,93.02669852,0.9945,0.9937,normal,healthy,glomerulus,13.69818418,1.436417456
111,normal3,normal3_scan,40,Geometric Segment,normal3_scan | 040 | Geometric Segment,DSP-1001250007864-D-D11,20003.468409999998,100,5053,-33671,2169174,2150099,2130766,2036028,150244,93.07367689,0.9941,0.9934,normal,healthy,glomerulus,10.03756511,1.9152232740000001
112,normal3,normal3_scan,41,Geometric Segment,normal3_scan | 041 | Geometric Segment,DSP-1001250007864-D-D12,30229.281619999998,142,23322,-27308,2573933,2550994,2532564,2428699,253115,90.16621645,0.9939,0.9933,normal,healthy,glomerulus,13.95940542,1.149133965
113,normal3,normal3_scan,42,Geometric Segment,normal3_scan | 042 | Geometric Segment,DSP-1001250007864-D-E01,36097.13353,185,13050,-44688,4101266,4069525,4037299,3867124,311627,92.40168767,0.9947,0.9940000000000001,normal,healthy,glomerulus,19.88541422,0.9576116370000001
114,normal3,normal3_scan,43,Geometric Segment,normal3_scan | 043 | Geometric Segment,DSP-1001250007864-D-E02,22703.06761,110,14276,-41235,2280071,2259721,2242155,2153071,188025,91.75354627,0.9941,0.9934,normal,healthy,glomerulus,13.34449371,1.436417456
115,normal3,normal3_scan,44,Geometric Segment,normal3_scan | 044 | Geometric Segment,DSP-1001250007864-D-E03,30029.652000000002,134,16222,-42524,2471902,2451010,2431557,2332324,221699,91.03123829,0.9941,0.9934,normal,healthy,glomerulus,13.86806737,1.2312149620000001
116,normal3,normal3_scan,45,Geometric Segment,normal3_scan | 045 | Geometric Segment,DSP-1001250007864-D-E04,12920.732320000001,65,9539,-30246,1517107,1505610,1494719,1426423,136671,90.99134076,0.9946,0.9939,normal,healthy,glomerulus,10.48135707,1.9152232740000001
117,normal3,normal3_scan,46,Geometric Segment,normal3_scan | 046 | Geometric Segment,DSP-1001250007864-D-E05,17744.60364,91,3560,-31831,1551478,1539659,1527825,1465688,170353,89.01995388,0.9946,0.9939,normal,healthy,glomerulus,12.7397651,1.723700947
118,normal3,normal3_scan,47,Geometric Segment,normal3_scan | 047 | Geometric Segment,DSP-1001250007864-D-E06,38272.72515,163,14102,-30847,4749215,4710174,4673972,4475932,395802,91.665949,0.9941,0.9934,normal,healthy,glomerulus,20.74668867,0.749435194
119,normal3,normal3_scan,48,Geometric Segment,normal3_scan | 048 | Geometric Segment,DSP-1001250007864-D-E07,34006.59025,187,14874,-30848,4186131,4154397,4121323,3947680,344632,91.76729061,0.9948,0.9941,normal,abnormal,glomerulus,16.66678032,0.820809975
120,normal3,normal3_scan,49,Geometric Segment,normal3_scan | 049 | Geometric Segment,DSP-1001250007864-D-E08,28535.899610000004,166,17730,-28159,3990878,3961803,3931534,3767879,309531,92.24403753,0.9948,0.9940000000000001,normal,abnormal,glomerulus,17.50212247,0.907211025
121,normal3,normal3_scan,50,Geometric Segment,normal3_scan | 050 | Geometric Segment,DSP-1001250007864-D-E09,23919.727000000003,113,27779,-17171,2739262,2715351,2693551,2587246,226011,91.74920106,0.9941,0.9933,normal,healthy,glomerulus,14.0886247,1.2312149620000001
122,normal3,normal3_scan,51,Geometric Segment,normal3_scan | 051 | Geometric Segment,DSP-1001250007864-D-E10,22439.69208,102,29086,-7256,2469185,2448375,2427614,2332333,213441,91.35581174,0.9942,0.9935,normal,healthy,glomerulus,13.2637695,1.325923805
123,normal3,normal3_scan,52,Geometric Segment,normal3_scan | 052 | Geometric Segment,DSP-1001250007864-D-E11,20066.08466,108,29158,-10334,1998257,1979844,1962285,1884985,164431,91.77127867,0.9938,0.9928,normal,healthy,glomerulus,9.558360488,1.723700947
124,normal3,normal3_scan,53,Geometric Segment,normal3_scan | 053 | Geometric Segment,DSP-1001250007864-D-E12,23067.791080000003,104,23829,-6974,2253194,2235114,2213155,2122825,203898,90.95071263,0.9945,0.9938,normal,healthy,glomerulus,13.58681296,1.325923805
125,normal3,normal3_scan,54,Geometric Segment,normal3_scan | 054 | Geometric Segment,DSP-1001250007864-D-F01,33416.57742,162,18051,-36767,5029999,4994725,4958856,4755604,331347,93.41258318,0.9947,0.9940000000000001,normal,healthy,glomerulus,19.06703919,0.861850473
126,normal4,normal4_scan,1,PanCK,normal4_scan | 001 | PanCK,DSP-1001250007864-D-F02,16012.167169999999,93,22582,-39093,6251698,6205656,6157024,5867329,417352,93.32418169,0.995,0.9943,normal,,tubule,19.36477906,0.718208728
127,normal4,normal4_scan,1,neg,normal4_scan | 001 | neg,DSP-1001250007864-D-F03,127197.9551,480,22582,-39093,19813329,19625823,19467559,18178417,1935040,90.23364524,0.9940000000000001,0.9932,normal,,tubule,78.44981044,0.162613297
128,normal4,normal4_scan,2,PanCK,normal4_scan | 002 | PanCK,DSP-1001250007864-D-F04,24168.739530000003,187,19645,-36140,9101485,8965290,8883856,8491734,855893,90.59611701,0.9914,0.9904,normal,,tubule,29.67979675,0.36674488200000005
129,normal4,normal4_scan,2,neg,normal4_scan | 002 | neg,DSP-1001250007864-D-F05,71727.7115,335,19645,-36140,8380653,8305957,8248127,7715172,704780,91.59039278,0.9940000000000001,0.9933,normal,,tubule,34.5764225,0.44197460200000005
130,normal4,normal4_scan,3,PanCK,normal4_scan | 003 | PanCK,DSP-1001250007864-D-F06,34576.914469999996,218,11637,-38508,7612577,7550753,7493903,7097388,502506,93.39900273,0.9944,0.9936,normal,,tubule,20.02472082,0.5943796370000001
131,normal4,normal4_scan,3,neg,normal4_scan | 003 | neg,DSP-1001250007864-D-F07,91677.76245,329,11637,-38508,10865041,10766019,10684311,9802633,684410,93.7008061,0.9940000000000001,0.9931,normal,,tubule,33.43555322,0.45360551200000004
132,normal4,normal4_scan,4,PanCK,normal4_scan | 004 | PanCK,DSP-1001250007864-D-F08,29351.52456,213,35178,-30990,5904858,5855770,5807468,5510965,395800,93.29704457,0.9944,0.9937,normal,,tubule,16.32204918,0.820809975
133,normal4,normal4_scan,4,neg,normal4_scan | 004 | neg,DSP-1001250007864-D-F09,85295.10175,352,35178,-30990,11524627,11428134,11341633,10352570,739236,93.58559717,0.9947,0.9940000000000001,normal,,tubule,37.85988213,0.430925237
134,normal4,normal4_scan,5,PanCK,normal4_scan | 005 | PanCK,DSP-1001250007864-D-F10,12287.30771,84,27892,-19058,5365533,5321402,5279107,5018627,428839,92.00752283,0.9944,0.9937,normal,,tubule,19.45201558,0.718208728
135,normal4,normal4_scan,5,neg,normal4_scan | 005 | neg,DSP-1001250007864-D-F11,90680.2599,423,27892,-19058,19040530,18894043,18758955,17432266,1321072,93.06178977,0.9946,0.9939,normal,,tubule,55.37530843,0.239402909
136,normal4,normal4_scan,6,PanCK,normal4_scan | 006 | PanCK,DSP-1001250007864-D-F12,19644.716080000002,114,28852,-33549,4372475,4323876,4277949,4063290,412062,90.57600101,0.9933,0.9926,normal,,tubule,19.71538084,0.78350043
137,normal4,normal4_scan,6,neg,normal4_scan | 006 | neg,DSP-1001250007864-D-G01,56847.47814,251,28852,-33549,6311752,6230813,6170679,5600541,742060,88.24320094,0.9929,0.9914,normal,,tubule,39.07355236,0.430925237
138,normal4,normal4_scan,7,Geometric Segment,normal4_scan | 007 | Geometric Segment,DSP-1001250007864-D-G02,11855.126540000001,88,21196,-19719,1937366,1922683,1908568,1825249,259515,86.60475099,0.9946,0.9938,normal,healthy,glomerulus,13.85561647,1.077313092
139,normal4,normal4_scan,8,Geometric Segment,normal4_scan | 008 | Geometric Segment,DSP-1001250007864-D-G03,21459.780169999998,147,22585,-20187,2579043,2556055,2535977,2418360,460127,82.15900239,0.9940000000000001,0.9933,normal,healthy,glomerulus,19.36868549,0.6384077579999999
140,normal4,normal4_scan,9,Geometric Segment,normal4_scan | 009 | Geometric Segment,DSP-1001250007864-D-G04,25527.25376,148,30392,-21435,3237930,3212771,3188544,3033837,421888,86.97044099,0.9945,0.9938,normal,healthy,glomerulus,20.30907658,0.689480379
141,normal4,normal4_scan,10,Geometric Segment,normal4_scan | 010 | Geometric Segment,DSP-1001250007864-D-G05,25759.32117,156,23914,-14974,4281078,4237103,4205380,3998346,812921,81.01130136,0.9934,0.9925,normal,healthy,glomerulus,34.75739268,0.36674488200000005
142,normal4,normal4_scan,11,Geometric Segment,normal4_scan | 011 | Geometric Segment,DSP-1001250007864-D-G06,14595.23263,100,24764,-34531,1812591,1797785,1783912,1698497,236968,86.92655983,0.9943,0.9935,normal,healthy,glomerulus,14.89111812,1.2312149620000001
143,normal4,normal4_scan,12,Geometric Segment,normal4_scan | 012 | Geometric Segment,DSP-1001250007864-D-G07,18690.46393,116,23143,-19133,3217074,3192952,3168754,3011869,418963,86.97689267,0.9948,0.9940000000000001,normal,healthy,glomerulus,21.71203975,0.689480379
144,normal4,normal4_scan,13,Geometric Segment,normal4_scan | 013 | Geometric Segment,DSP-1001250007864-D-G08,21113.93841,136,18540,-17727,3316064,3288845,3264102,3121800,485250,85.36668774,0.9942,0.9935,normal,abnormal,glomerulus,21.01703237,0.6156074810000001
145,normal4,normal4_scan,14,Geometric Segment,normal4_scan | 014 | Geometric Segment,DSP-1001250007864-D-G09,18368.82947,96,15087,-16661,3278479,3254534,3229582,3091061,432129,86.81922318,0.9947,0.9940000000000001,normal,abnormal,glomerulus,23.20524716,0.662961903
146,normal4,normal4_scan,15,Geometric Segment,normal4_scan | 015 | Geometric Segment,DSP-1001250007864-D-G10,17547.8789,100,24763,-12850,2648949,2624889,2604737,2475717,341456,87.1097556,0.9939,0.9931,normal,abnormal,glomerulus,17.73139794,0.861850473
147,normal4,normal4_scan,16,Geometric Segment,normal4_scan | 016 | Geometric Segment,DSP-1001250007864-D-G11,14923.9679,87,25368,-33873,1652642,1640213,1627575,1550159,232695,85.91981809,0.9946,0.9939,normal,abnormal,glomerulus,13.82017794,1.2312149620000001
148,normal4,normal4_scan,17,Geometric Segment,normal4_scan | 017 | Geometric Segment,DSP-1001250007864-D-G12,14750.3208,100,31130,-32056,780290,774451,768703,730074,127051,83.71746402,0.9946,0.9938,normal,abnormal,glomerulus,7.2065644220000005,2.154626183
149,disease3,disease3_scan,1,PanCK,disease3_scan | 001 | PanCK,DSP-1001250007864-D-H01,22152.10924,183,23572,-39228,7485137,7423555,7364647,6981003,729971,90.24772693,0.9944,0.9937,DKD,,tubule,36.23893998,0.400860685
150,disease3,disease3_scan,1,neg,disease3_scan | 001 | neg,DSP-1001250007864-D-H02,71817.92407000001,421,23572,-39228,11365209,11264938,11163492,10486650,1213754,89.32044277,0.9943,0.9935,DKD,,tubule,62.92290087,0.246242992
151,disease3,disease3_scan,2,PanCK,disease3_scan | 002 | PanCK,DSP-1001250007864-D-H03,37316.6978,323,22404,-47078,5764010,5716732,5675008,5412997,898058,84.41956208,0.9943,0.9936,DKD,,tubule,42.64231724,0.325226594
152,disease3,disease3_scan,2,neg,disease3_scan | 002 | neg,DSP-1001250007864-D-H04,102112.7268,565,22404,-47078,12870214,12767450,12672391,11929146,1471691,88.56513963,0.9945,0.9938,DKD,,tubule,71.28489581,0.20278834699999998
153,disease3,disease3_scan,3,PanCK,disease3_scan | 003 | PanCK,DSP-1001250007864-D-H05,18398.68515,162,26308,-51612,3411689,3382824,3357777,3198844,486670,85.73521795,0.9943,0.9937,DKD,,tubule,19.66864584,0.574566982
